id,name,slug,icon,type,description,output_facility_craft_table,created_at,updated_at
752,"{""en-US"":""Aketine Plot"",""zh-CN"":""酮化灌木田块"",""ja-JP"":""アケトン樹木の栽培用地"",""ko-KR"":""아케톤 논배미"",""zh-TW"":""酮化灌木田塊""}",item_formula_field_bbflower_1,,,"{""en-US"":""This lets you make the Aketine Plot."",""zh-CN"":""获取后解锁酮化灌木田块的制作方法。"",""ja-JP"":""入手すると、アケトン樹木の栽培用地が製造できるようになる。"",""ko-KR"":""획득 후 아케톤 논배미의 제작 방법을 해제할 수 있다."",""zh-TW"":""獲得後解鎖酮化灌木田塊的製作方法。""}",[],2025-11-15 00:32:50,2025-11-15 00:49:23
753,"{""en-US"":""Jincao Plot"",""zh-CN"":""锦草田块"",""ja-JP"":""錦草の栽培用地"",""ko-KR"":""금초 논배미"",""zh-TW"":""錦草田塊""}",item_formula_field_grass_1,,,"{""en-US"":""This lets you make the Jincao Plot."",""zh-CN"":""获取后解锁锦草田块的制作方法。"",""ja-JP"":""入手すると、錦草の栽培用地が製造できるようになる。"",""ko-KR"":""획득 후 금초 논배미의 제작 방법을 해제할 수 있다."",""zh-TW"":""獲得後解鎖錦草田塊的製作方法。""}",[],2025-11-15 00:32:50,2025-11-15 00:49:23
754,"{""en-US"":""Yazhen Plot"",""zh-CN"":""芽针田块"",""ja-JP"":""芽針の栽培用地"",""ko-KR"":""야침 논배미"",""zh-TW"":""芽針田塊""}",item_formula_field_grass_2,,,"{""en-US"":""This lets you make the Yazhen Plot."",""zh-CN"":""获取后解锁芽针田块的制作方法。"",""ja-JP"":""入手すると、芽針の栽培用地が製造できるようになる。"",""ko-KR"":""획득 후 야침 논배미의 제작 방법을 해제할 수 있다."",""zh-TW"":""獲得後解鎖芽針田塊的製作方法。""}",[],2025-11-15 00:32:51,2025-11-15 00:49:24
755,"{""en-US"":""Buckflower Plot"",""zh-CN"":""荞花田块"",""ja-JP"":""蕎花の栽培用地"",""ko-KR"":""앵초 논배미"",""zh-TW"":""蕎花田塊""}",item_formula_field_moss_1,,,"{""en-US"":""This lets you make the Buckflower Plot."",""zh-CN"":""获取后解锁荞花田块的制作方法。"",""ja-JP"":""入手すると、蕎花の栽培用地が製造できるようになる。"",""ko-KR"":""획득 후 앵초 논배미의 제작 방법을 해제할 수 있다."",""zh-TW"":""獲得後解鎖蕎花田塊的製作方法。""}",[],2025-11-15 00:32:52,2025-11-15 00:49:24
756,"{""en-US"":""Citrome Plot"",""zh-CN"":""柑实田块"",""ja-JP"":""シトロームの栽培用地"",""ko-KR"":""시트롬 논배미"",""zh-TW"":""柑實田塊""}",item_formula_field_moss_2,,,"{""en-US"":""This lets you make the Citrome Plot."",""zh-CN"":""获取后解锁柑实田块的制作方法。"",""ja-JP"":""入手すると、シトロームの栽培用地が製造できるようになる。"",""ko-KR"":""획득 후 시트롬 논배미의 제작 방법을 해제할 수 있다."",""zh-TW"":""獲得後解鎖柑實田塊的製作方法。""}",[],2025-11-15 00:32:52,2025-11-15 00:49:24
757,"{""en-US"":""Sandleaf Plot"",""zh-CN"":""砂叶田块"",""ja-JP"":""サンドリーフの栽培用地"",""ko-KR"":""샌드리프 논배미"",""zh-TW"":""砂葉田塊""}",item_formula_field_moss_3,,,"{""en-US"":""This lets you make the Sandleaf Plot."",""zh-CN"":""获取后解锁砂叶田块的制作方法。"",""ja-JP"":""入手すると、サンドリーフの栽培用地が製造できるようになる。"",""ko-KR"":""획득 후 샌드리프 논배미의 제작 방법을 해제할 수 있다."",""zh-TW"":""獲得後解鎖砂葉田塊的製作方法。""}",[],2025-11-15 00:32:53,2025-11-15 00:49:24
758,"{""en-US"":""Reed Rye Plot"",""zh-CN"":""灰芦麦田块"",""ja-JP"":""灰麦の栽培用地"",""ko-KR"":""회보리 논배미"",""zh-TW"":""灰蘆麥田塊""}",item_formula_field_sp_1,,,"{""en-US"":""This lets you make the Reed Rye Plot."",""zh-CN"":""获取后解锁灰芦麦田块的制作方法。"",""ja-JP"":""入手すると、灰麦の栽培用地が製造できるようになる。"",""ko-KR"":""획득 후 회보리 논배미의 제작 방법을 해제할 수 있다."",""zh-TW"":""獲得後解鎖灰蘆麥田塊的製作方法。""}",[],2025-11-15 00:32:53,2025-11-15 00:49:24
759,"{""en-US"":""Tartpepper Plot"",""zh-CN"":""苦叶椒田块"",""ja-JP"":""苦葉椒の栽培用地"",""ko-KR"":""쓴 맛 나는 고추 논배미"",""zh-TW"":""苦葉椒田塊""}",item_formula_field_sp_2,,,"{""en-US"":""This lets you make the Tartpepper Plot."",""zh-CN"":""获取后解锁苦叶椒田块的制作方法。"",""ja-JP"":""入手すると、苦葉椒の栽培用地が製造できるようになる。"",""ko-KR"":""획득 후 쓴 맛 나는 고추 논배미의 제작 방법을 해제할 수 있다."",""zh-TW"":""獲得後解鎖苦葉椒田塊的製作方法。""}",[],2025-11-15 00:32:54,2025-11-15 00:49:25
760,"{""en-US"":""Redjade Ginseng Plot"",""zh-CN"":""琼叶参田块"",""ja-JP"":""玉葉人参の栽培用地"",""ko-KR"":""붉은 제이드 인삼 논배미"",""zh-TW"":""瓊葉蔘田塊""}",item_formula_field_sp_3,,,"{""en-US"":""This lets you make the Redjade Ginseng Plot."",""zh-CN"":""获取后解锁琼叶参田块的制作方法。"",""ja-JP"":""入手すると、玉葉人参の栽培用地が製造できるようになる。"",""ko-KR"":""획득 후 붉은 제이드 인삼 논배미의 제작 방법을 해제할 수 있다."",""zh-TW"":""獲得後解鎖瓊葉蔘田塊的製作方法。""}",[],2025-11-15 00:32:54,2025-11-15 00:49:25
761,"{""en-US"":""Amber Rice Plot"",""zh-CN"":""金石稻田块"",""ja-JP"":""金石稲の栽培用地"",""ko-KR"":""금석벼 논배미"",""zh-TW"":""金石稻田塊""}",item_formula_field_sp_4,,,"{""en-US"":""This lets you make the Amber Rice Plot."",""zh-CN"":""获取后解锁金石稻田块的制作方法。"",""ja-JP"":""入手すると、金石稲の栽培用地が製造できるようになる。"",""ko-KR"":""획득 후 금석벼 논배미의 제작 방법을 해제할 수 있다."",""zh-TW"":""獲得後解鎖金石稻田塊的製作方法。""}",[],2025-11-15 00:32:55,2025-11-15 00:49:25
762,"{""en-US"":""Formula: Smoked Riceball"",""zh-CN"":""烟熏饭团配方"",""ja-JP"":""燻製おにぎりのレシピ"",""ko-KR"":""훈제 주먹밥 조합 공식"",""zh-TW"":""煙燻飯糰配方""}",item_formula_jlebm_corp4_1,item_jlebm_corp4_1,,"{""en-US"":""A <@tips.key>crafting</> formula for Smoked Riceball that provides a temporary buff to DEF and All DMG Reduction."",""zh-CN"":""获得此简制配方后可在<@tips.key>简易制作</>中制造烟熏饭团。有临时增加防御力、提高所有伤害减免的效果。"",""ja-JP"":""このレシピを入手すると、<@tips.key>道具製作</>で燻製おにぎりを製造することができる。燻製おにぎりは、防御力、全ダメージ軽減を一時的に増加させる効果を持つ。"",""ko-KR"":""해당 간편 제작 조합 공식을 획득한 후, <@tips.key>간편 제작</>에서 훈제 주먹밥을 제작할 수 있다. 사용 시 일시적으로 방어력과 모든 피해 감소를 증가시키는 효과가 있다."",""zh-TW"":""獲得此簡製配方後可在<@tips.key>簡易製作</>中製造煙燻飯糰。有臨時增加防禦力、提高所有傷害減免的效果。""}",[],2025-11-15 00:32:56,2025-11-15 00:49:25
763,"{""en-US"":""Formula: Garden Stir-Fry"",""zh-CN"":""炝炒时蔬配方"",""ja-JP"":""野菜炒めのレシピ"",""ko-KR"":""제철 채소 볶음 조합 공식"",""zh-TW"":""熗炒時蔬配方""}",item_formula_jlebm_grass1_1,item_jlebm_grass1_1,,"{""en-US"":""A <@tips.key>crafting</> formula for Garden Stir-Fry that provides a temporary buff to DEF, All DMG Reduction, and Treatment Bonus."",""zh-CN"":""获得此简制配方后可在<@tips.key>简易制作</>中制造炝炒时蔬。有临时增加防御力、提高所有伤害减免、提高治疗效率加成的效果。"",""ja-JP"":""このレシピを入手すると、<@tips.key>道具製作</>で野菜炒めを製造することができる。野菜炒めは、防御力、全ダメージ軽減、治療効果を一時的に増加させる効果を持つ。"",""ko-KR"":""해당 간편 제작 조합 공식을 획득한 후, <@tips.key>간편 제작</>에서 제철 채소 볶음을 제작할 수 있다. 사용 시 일시적으로 방어력, 모든 피해 감소, 치유량 보너스를 증가시키는 효과가 있다."",""zh-TW"":""獲得此簡製配方後可在<@tips.key>簡易製作</>中製造熗炒時蔬。有臨時增加防禦力、提高所有傷害減免、提高治療效率加成的效果。""}",[],2025-11-15 00:32:56,2025-11-15 00:49:26
764,"{""en-US"":""Formula: Firestove Rice"",""zh-CN"":""柴火白饭配方"",""ja-JP"":""薪火のふっくらごはんのレシピ"",""ko-KR"":""장작불 쌀밥 조합 공식"",""zh-TW"":""柴火白飯配方""}",item_formula_jlebs_corp4_1,item_jlebs_corp4_1,,"{""en-US"":""A <@tips.key>crafting</> formula for Firestove Rice that provides a temporary buff to All DMG Reduction."",""zh-CN"":""获得此简制配方后可在<@tips.key>简易制作</>中制造柴火白饭。有临时提高所有伤害减免的效果。"",""ja-JP"":""このレシピを入手すると、<@tips.key>道具製作</>で薪火のふっくらごはんを製造することができる。薪火のふっくらごはんは、全ダメージ軽減を一時的に増加させる効果を持つ。"",""ko-KR"":""해당 간편 제작 조합 공식을 획득한 후, <@tips.key>간편 제작</>에서 장작불 쌀밥을 제작할 수 있다. 사용 시 일시적으로 모든 피해 감소를 증가시키는 효과가 있다."",""zh-TW"":""獲得此簡製配方後可在<@tips.key>簡易製作</>中製造柴火白飯。有臨時提高所有傷害減免的效果。""}",[],2025-11-15 00:32:57,2025-11-15 00:49:26
765,"{""en-US"":""Formula: Preserve Stew"",""zh-CN"":""干菜羹配方"",""ja-JP"":""干し野菜のシチューのレシピ"",""ko-KR"":""말린 야채 수프 조합 공식"",""zh-TW"":""乾菜羹配方""}",item_formula_jlebs_grass1_1,item_jlebs_grass1_1,,"{""en-US"":""A <@tips.key>crafting</> formula for Preserve Stew that provides HP restoration over time."",""zh-CN"":""获得此简制配方后可在<@tips.key>简易制作</>中制造干菜羹。有持续恢复生命值的效果。"",""ja-JP"":""このレシピを入手すると、<@tips.key>道具製作</>で干し野菜のシチューを製造することができる。干し野菜のシチューは、継続的にHPを回復させる効果を持つ。"",""ko-KR"":""해당 간편 제작 조합 공식을 획득한 후, <@tips.key>간편 제작</>에서 말린 야채 수프를 제작할 수 있다. 사용 시 지속적으로 생명력을 회복시키는 효과가 있다."",""zh-TW"":""獲得此簡製配方後可在<@tips.key>簡易製作</>中製造乾菜羹。有持續恢復生命值的效果。""}",[],2025-11-15 00:32:57,2025-11-15 00:49:26
766,"{""zh-CN"":""传奇花草茶配方"",""zh-TW"":""""}",item_formula_legend_tea_1,,,"{""zh-CN"":""获得此简制配方后可在<@tips.key>简易制作</>中制造传奇花草茶。有临时增加造成的伤害、提高所有伤害减免的效果。"",""zh-TW"":""""}",[],2025-11-15 00:32:58,2025-11-15 00:49:26
767,"{""en-US"":""Formula: Jincao Powder"",""zh-CN"":""锦草粉末配方"",""ja-JP"":""錦草粉末のレシピ"",""ko-KR"":""금초 가루 조합 공식"",""zh-TW"":""錦草粉末配方""}",item_formula_plant_grass_powder_1,item_plant_grass_powder_1,,"{""en-US"":""A <@tips.key>crafting</> formula for Jincao Powder that provides instant HP restoration."",""zh-CN"":""获得此简制配方后可在<@tips.key>简易制作</>中制造锦草粉末。有立刻恢复生命值的效果。"",""ja-JP"":""このレシピを入手すると、<@tips.key>道具製作</>で錦草粉末を製造することができる。錦草粉末は、即座にHPを回復させる効果を持つ。"",""ko-KR"":""해당 간편 제작 조합 공식을 획득한 후, <@tips.key>간편 제작</>에서 금초 가루를 제작할 수 있다. 사용 시 즉시 생명력을 회복시키는 효과가 있다."",""zh-TW"":""獲得此簡製配方後可在<@tips.key>簡易製作</>中製造錦草粉末。有立刻恢復生命值的效果。""}",[],2025-11-15 00:32:59,2025-11-15 00:49:26
768,"{""en-US"":""Formula: Yazhen Powder"",""zh-CN"":""芽针粉末配方"",""ja-JP"":""芽針粉末のレシピ"",""ko-KR"":""야침 가루 조합 공식"",""zh-TW"":""芽針粉末配方""}",item_formula_plant_grass_powder_2,item_plant_grass_powder_2,,"{""en-US"":""A <@tips.key>crafting</> formula for Yazhen Powder that provides HP restoration over time."",""zh-CN"":""获得此简制配方后可在<@tips.key>简易制作</>中制造芽针粉末。有持续恢复生命值的效果。"",""ja-JP"":""このレシピを入手すると、<@tips.key>道具製作</>で芽針粉末を製造することができる。芽針粉末は、継続的にHPを回復させる効果を持つ。"",""ko-KR"":""해당 간편 제작 조합 공식을 획득한 후, <@tips.key>간편 제작</>에서 야침 가루를 제작할 수 있다. 사용 시 지속적으로 생명력을 회복시키는 효과가 있다."",""zh-TW"":""獲得此簡製配方後可在<@tips.key>簡易製作</>中製造芽針粉末。有持續恢復生命值的效果。""}",[],2025-11-15 00:32:59,2025-11-15 00:49:27
769,"{""en-US"":""Formula: Fluffed Jincao Powder"",""zh-CN"":""蓬茸锦草粉末配方"",""ja-JP"":""毛羽錦草粉末のレシピ"",""ko-KR"":""우거진 금초 가루 조합 공식"",""zh-TW"":""蓬茸錦草粉末配方""}",item_formula_plant_grass_spc_powder_1,item_plant_grass_spc_powder_1,,"{""en-US"":""A <@tips.key>crafting</> formula for Fluffed Jincao Powder that provides instant HP restoration."",""zh-CN"":""获得此简制配方后可在<@tips.key>简易制作</>中制造蓬茸锦草粉末。有立刻恢复生命值的效果。"",""ja-JP"":""このレシピを入手すると、<@tips.key>道具製作</>で毛羽錦草粉末を製造することができる。毛羽錦草粉末は、即座にHPを回復させる効果を持つ。"",""ko-KR"":""해당 간편 제작 조합 공식을 획득한 후, <@tips.key>간편 제작</>에서 우거진 금초 가루를 제작할 수 있다. 사용 시 즉시 생명력을 회복시키는 효과가 있다."",""zh-TW"":""獲得此簡製配方後可在<@tips.key>簡易製作</>中製造蓬茸錦草粉末。有立刻恢復生命值的效果。""}",[],2025-11-15 00:32:59,2025-11-15 00:49:27
770,"{""en-US"":""Formula: Thorny Yazhen Powder"",""zh-CN"":""荆刺芽针粉末配方"",""ja-JP"":""茨芽針粉末のレシピ"",""ko-KR"":""가시 야침 가루 조합 공식"",""zh-TW"":""荊刺芽針粉末配方""}",item_formula_plant_grass_spc_powder_2,item_plant_grass_spc_powder_2,,"{""en-US"":""A <@tips.key>crafting</> formula for Thorny Yazhen Powder that provides HP restoration over time."",""zh-CN"":""获得此简制配方后可在<@tips.key>简易制作</>中制造荆刺芽针粉末。有持续恢复生命值的效果。"",""ja-JP"":""このレシピを入手すると、<@tips.key>道具製作</>で茨芽針粉末を製造することができる。茨芽針粉末は、継続的にHPを回復させる効果を持つ。"",""ko-KR"":""해당 간편 제작 조합 공식을 획득한 후, <@tips.key>간편 제작</>에서 가시 야침 가루를 제작할 수 있다. 사용 시 지속적으로 생명력을 회복시키는 효과가 있다."",""zh-TW"":""獲得此簡製配方後可在<@tips.key>簡易製作</>中製造荊刺芽針粉末。有持續恢復生命值的效果。""}",[],2025-11-15 00:33:00,2025-11-15 00:49:27
771,"{""en-US"":""Formula: Buckflower Powder"",""zh-CN"":""荞花粉末配方"",""ja-JP"":""蕎花粉末のレシピ"",""ko-KR"":""앵초 가루 조합 공식"",""zh-TW"":""蕎花粉末配方""}",item_formula_plant_moss_powder_1,item_plant_moss_powder_1,,"{""en-US"":""A <@tips.key>crafting</> formula for Buckflower Powder that provides instant HP restoration."",""zh-CN"":""获得此简制配方后可在<@tips.key>简易制作</>中制造荞花粉末。有立刻恢复生命值的效果。"",""ja-JP"":""このレシピを入手すると、<@tips.key>道具製作</>で蕎花粉末を製造することができる。蕎花粉末は、即座にHPを回復させる効果を持つ。"",""ko-KR"":""해당 간편 제작 조합 공식을 획득한 후, <@tips.key>간편 제작</>에서 앵초 가루를 제작할 수 있다. 사용 시 즉시 생명력을 회복시키는 효과가 있다."",""zh-TW"":""獲得此簡製配方後可在<@tips.key>簡易製作</>中製造蕎花粉末。有立刻恢復生命值的效果。""}",[],2025-11-15 00:33:01,2025-11-15 00:49:27
772,"{""en-US"":""Formula: Citrome Powder"",""zh-CN"":""柑实粉末配方"",""ja-JP"":""シトローム粉末のレシピ"",""ko-KR"":""시트롬 가루 조합 공식"",""zh-TW"":""柑實粉末配方""}",item_formula_plant_moss_powder_2,item_plant_moss_powder_2,,"{""en-US"":""A <@tips.key>crafting</> formula for Citrome Powder that provides HP restoration over time."",""zh-CN"":""获得此简制配方后可在<@tips.key>简易制作</>中制造柑实粉末。有持续恢复生命值的效果。"",""ja-JP"":""このレシピを入手すると、<@tips.key>道具製作</>でシトローム粉末を製造することができる。シトローム粉末は、継続的にHPを回復させる効果を持つ。"",""ko-KR"":""해당 간편 제작 조합 공식을 획득한 후, <@tips.key>간편 제작</>에서 시트롬 가루를 제작할 수 있다. 사용 시 지속적으로 생명력을 회복시키는 효과가 있다."",""zh-TW"":""獲得此簡製配方後可在<@tips.key>簡易製作</>中製造柑實粉末。有持續恢復生命值的效果。""}",[],2025-11-15 00:33:01,2025-11-15 00:49:28
773,"{""en-US"":""Formula: Firebuckle Powder"",""zh-CN"":""荞愈药粉配方"",""ja-JP"":""火映蕎花粉薬のレシピ"",""ko-KR"":""앵초 치유 가루 조합 공식"",""zh-TW"":""蕎癒藥粉配方""}",item_formula_plant_moss_spc_powder_1,item_plant_moss_spc_powder_1,,"{""en-US"":""A <@tips.key>crafting</> formula for Firebuckle Powder that provides instant HP restoration."",""zh-CN"":""获得此简制配方后可在<@tips.key>简易制作</>中制造荞愈药粉。有立刻恢复生命值的效果。"",""ja-JP"":""このレシピを入手すると、<@tips.key>道具製作</>で火映蕎花粉薬を製造することができる。火映蕎花粉薬は、即座にHPを回復させる効果を持つ。"",""ko-KR"":""해당 간편 제작 조합 공식을 획득한 후, <@tips.key>간편 제작</>에서 앵초 치유 가루를 제작할 수 있다. 사용 시 즉시 생명력을 회복시키는 효과가 있다."",""zh-TW"":""獲得此簡製配方後可在<@tips.key>簡易製作</>中製造蕎癒藥粉。有立刻恢復生命值的效果。""}",[],2025-11-15 00:33:02,2025-11-15 00:49:28
774,"{""en-US"":""Formula: Citromix"",""zh-CN"":""柑实冲剂配方"",""ja-JP"":""黒銀シトローム顆粒剤のレシピ"",""ko-KR"":""시트롬 과립제 조합 공식"",""zh-TW"":""柑實沖泡劑配方""}",item_formula_plant_moss_spc_powder_2,item_plant_moss_spc_powder_2,,"{""en-US"":""A <@tips.key>crafting</> formula for Citromix that provides HP restoration over time."",""zh-CN"":""获得此简制配方后可在<@tips.key>简易制作</>中制造柑实冲剂。有持续恢复生命值的效果。"",""ja-JP"":""このレシピを入手すると、<@tips.key>道具製作</>で黒銀シトローム顆粒剤を製造することができる。黒銀シトローム顆粒剤は、継続的にHPを回復させる効果を持つ。"",""ko-KR"":""해당 간편 제작 조합 공식을 획득한 후, <@tips.key>간편 제작</>에서 시트롬 과립제를 제작할 수 있다. 사용 시 지속적으로 생명력을 회복시키는 효과가 있다."",""zh-TW"":""獲得此簡製配方後可在<@tips.key>簡易製作</>中製造柑實沖泡劑。有持續恢復生命值的效果。""}",[],2025-11-15 00:33:03,2025-11-15 00:49:28
775,"{""en-US"":""Industrial Explosive"",""zh-CN"":""工业爆炸物"",""ja-JP"":""工業爆弾"",""ko-KR"":""공업 폭발물"",""zh-TW"":""工業爆炸物""}",item_formula_proc_bomb_1,,,"{""en-US"":""A <@tips.key>crafting</> formula for Industrial Explosives. Crafted explosives can be thrown directly to attack enemies. The resulting explosion deals damage to all nearby enemies."",""zh-CN"":""获得此简制配方后可在<@tips.key>简易制作</>中制造工业爆炸物：组装出的爆炸物。可直接使用进行攻击，爆炸时对周围所有敌方单位造成伤害。"",""ja-JP"":""このレシピを入手すると、<@tips.key>道具製作</>で工業爆弾を製造することができる。工業爆弾は組み立てて作られる爆発物であり、使用すると、爆発時に周囲のすべての敵ユニットにダメージを与える。"",""ko-KR"":""해당 간편 제작 조합 공식을 획득하면 <@tips.key>간편 제작</>에서 공업 폭발물인 조립된 폭발물을 제작할 수 있다. 직접 사용해 공격할 수 있으며 폭발 시 주변의 모든 적 유닛에게 피해를 준다."",""zh-TW"":""獲得此簡製配方後可在<@tips.key>簡易製作</>中製造工業爆炸物。可直接使用進行攻擊，爆炸時對周圍所有敵方單位造成傷害。""}",[],2025-11-15 00:33:03,2025-11-15 00:49:29
776,"{""en-US"":""Guarantee Cert"",""zh-CN"":""保障凭证"",""ja-JP"":""保障資格証"",""ko-KR"":""보장 허가증"",""zh-TW"":""保障憑證""}",item_gachabyproducts_charticket,item_gachabyproducts_charticket,,"{""en-US"":""An internal currency exchangeable for material supplies and various amenities in Endfield Industries. Spend this to acquire items from the Cert Exchange."",""zh-CN"":""代表着终末地物资保障额度的内部凭证，可通过它在凭证交易所中兑换道具。"",""ja-JP"":""エンドフィールド保障物資の配給限度額を象徴している内部の資格証。資格交換所でアイテムと交換できる。"",""ko-KR"":""엔드필드 물자 보장 한도를 나타내는 내부 허가증. 이를 통해 허가증 거래소에서 아이템을 교환할 수 있다."",""zh-TW"":""代表著終末地物資保障額度的內部憑證，可透過它在憑證交易所中兌換道具。""}",[],2025-11-15 00:33:03,2025-11-15 00:49:29
777,"{""en-US"":""Arsenal Ticket"",""zh-CN"":""武库配额"",""ja-JP"":""武庫割当"",""ko-KR"":""무기고 징표"",""zh-TW"":""武庫配額""}",item_gachabyproducts_weapongold,item_gachabyproducts_weapongold,,"{""en-US"":""A special currency for Arsenal Issue. Can be spent to buy weapons."",""zh-CN"":""武装申领时使用的配额凭证，可以用来购买武器。"",""ja-JP"":""武装申請のときに用いられる割当証。武器の購買に使用できる。"",""ko-KR"":""무기 신청에 사용되는 무기고 허가증. 이를 통해 무기를 구매할 수 있다."",""zh-TW"":""武裝申領時使用的配額憑證，可以用來購買武器。""}",[],2025-11-15 00:33:04,2025-11-15 00:49:29
778,"{""en-US"":""AIC-Permit"",""zh-CN"":""集成许可"",""ja-JP"":""集成許可証"",""ko-KR"":""통합 허가증"",""zh-TW"":""集成許可""}",item_gachabyproducts_weaponticket,item_gachabyproducts_weaponticket,,"{""en-US"":""An internal currency pegged to the throughput of Endfield production lines. Exchangeable for goods from the AIC Exchange."",""zh-CN"":""代表着终末地产线生产额度的内部凭证，可通过它在集成交易所中兑换道具。"",""ja-JP"":""エンドフィールド生産ラインの製造限度額を象徴している内部の資格証。集成交換所でアイテムと交換できる。"",""ko-KR"":""엔드필드의 생산 라인 할당량을 나타내는 내부 허가증. 이를 통해 통합 거래소에서 아이템을 교환할 수 있다."",""zh-TW"":""代表著終末地產線生產額度的內部憑證，可透過它在集成交易所中兌換道具。""}",[],2025-11-15 00:33:04,2025-11-15 00:49:29
779,"{""en-US"":""Turbid Essence"",""zh-CN"":""浑浊基质"",""ja-JP"":""混濁基質"",""ko-KR"":""혼탁 기질"",""zh-TW"":""渾濁基質""}",item_gem_rarity_1,item_gem_rarity_2,,"{""en-US"":""Infuse this into a weapon to improve its skill level."",""zh-CN"":""可以注入到武器内，提升武器技能等级。"",""ja-JP"":""武器に注入することで、武器スキルを強化することができる。"",""ko-KR"":""무기에 주입하여 무기의 스킬 레벨을 올릴 수 있다."",""zh-TW"":""可以注入到武器內，提升武器技能等級。""}",[],2025-11-15 00:33:04,2025-11-15 00:49:30
780,"{""en-US"":""Stable Essence"",""zh-CN"":""稳定基质"",""ja-JP"":""安定基質"",""ko-KR"":""안정 기질"",""zh-TW"":""穩定基質""}",item_gem_rarity_2,item_gem_rarity_2,,"{""en-US"":""Infuse this into a weapon to improve its skill level."",""zh-CN"":""可以注入到武器内，提升武器技能等级。"",""ja-JP"":""武器に注入することで、武器スキルを強化することができる。"",""ko-KR"":""무기에 주입하여 무기의 스킬 레벨을 올릴 수 있다."",""zh-TW"":""可以注入到武器內，提升武器技能等級。""}",[],2025-11-15 00:33:04,2025-11-15 00:49:30
781,"{""en-US"":""Clean Essence"",""zh-CN"":""净态基质"",""ja-JP"":""透明基質"",""ko-KR"":""세련 기질"",""zh-TW"":""淨態基質""}",item_gem_rarity_3,item_gem_rarity_3,,"{""en-US"":""Infuse this into a weapon to improve its skill level."",""zh-CN"":""可以注入到武器内，提升武器技能等级。"",""ja-JP"":""武器に注入することで、武器スキルを強化することができる。"",""ko-KR"":""무기에 주입하여 무기의 스킬 레벨을 올릴 수 있다."",""zh-TW"":""可以注入到武器內，提升武器技能等級。""}",[],2025-11-15 00:33:04,2025-11-15 00:49:30
782,"{""en-US"":""Pure Essence"",""zh-CN"":""高纯基质"",""ja-JP"":""清浄基質"",""ko-KR"":""순수 기질"",""zh-TW"":""高純基質""}",item_gem_rarity_4,item_gem_rarity_4,,"{""en-US"":""Infuse this into a weapon to improve its skill level."",""zh-CN"":""可以注入到武器内，提升武器技能等级。"",""ja-JP"":""武器に注入することで、武器スキルを強化することができる。"",""ko-KR"":""무기에 주입하여 무기의 스킬 레벨을 올릴 수 있다."",""zh-TW"":""可以注入到武器內，提升武器技能等級。""}",[],2025-11-15 00:33:04,2025-11-15 00:49:30
783,"{""en-US"":""Flawless Sample"",""zh-CN"":""无瑕基质"",""ja-JP"":""純粋基質"",""ko-KR"":""무결 기질"",""zh-TW"":""無瑕基質""}",item_gem_rarity_5,item_gem_rarity_5,,"{""en-US"":""Infuse this into a weapon to improve its skill level."",""zh-CN"":""可以注入到武器内，提升武器技能等级。"",""ja-JP"":""武器に注入することで、武器スキルを強化することができる。"",""ko-KR"":""무기에 주입하여 무기의 스킬 레벨을 올릴 수 있다."",""zh-TW"":""可以注入到武器內，提升武器技能等級。""}",[],2025-11-15 00:33:05,2025-11-15 00:49:31
784,"{""en-US"":""Global Band Pictures Voucher"",""zh-CN"":""环带影业观影券"",""ja-JP"":""文明ピクチャーズの映画鑑賞券"",""ko-KR"":""문명 픽처스 영화 관람권"",""zh-TW"":""環帶影業觀影券""}",item_gift_ent_1,item_gift_ent_1,,"{""en-US"":""Offer this gift to operators to raise their trust in you."",""zh-CN"":""送给干员的礼物，可以增加干员的信赖度"",""ja-JP"":""オペレーターに贈るプレゼント。オペレーターの信頼度をアップできる。"",""ko-KR"":""오퍼레이터 선물용 아이템. 오퍼레이터와의 신뢰도를 높일 수 있다."",""zh-TW"":""送給幹員的禮物，可以增加幹員的信賴值""}",[],2025-11-15 00:33:05,2025-11-15 00:49:31
785,"{""en-US"":""Tales of the Bizarre Wild"",""zh-CN"":""《荒蛮奇谭》"",""ja-JP"":""『荒野奇譚』"",""ko-KR"":""<기묘한 이야기>"",""zh-TW"":""《荒蠻奇譚》""}",item_gift_ent_2,item_gift_ent_2,,"{""en-US"":""Offer this gift to operators to raise their trust in you."",""zh-CN"":""送给干员的礼物，可以增加干员的信赖度"",""ja-JP"":""オペレーターに贈るプレゼント。オペレーターの信頼度をアップできる。"",""ko-KR"":""오퍼레이터 선물용 아이템. 오퍼레이터와의 신뢰도를 높일 수 있다."",""zh-TW"":""送給幹員的禮物，可以增加幹員的信賴值""}",[],2025-11-15 00:33:06,2025-11-15 00:49:31
786,"{""en-US"":""Vintage Phonograph"",""zh-CN"":""复古黑胶唱机"",""ja-JP"":""レトロなレコーダー"",""ko-KR"":""빈티지 턴테이블"",""zh-TW"":""復古黑膠唱片機""}",item_gift_ent_3,item_gift_ent_3,,"{""en-US"":""Offer this gift to operators to raise their trust in you."",""zh-CN"":""送给干员的礼物，可以增加干员的信赖度"",""ja-JP"":""オペレーターに贈るプレゼント。オペレーターの信頼度をアップできる。"",""ko-KR"":""오퍼레이터 선물용 아이템. 오퍼레이터와의 신뢰도를 높일 수 있다."",""zh-TW"":""送給幹員的禮物，可以增加幹員的信賴值""}",[],2025-11-15 00:33:06,2025-11-15 00:49:31
